delivery_person_id,delivery_person_age
KNPRES07DEL01,32
ALHRES05DEL02,34
KOCRES16DEL01,39
AURGRES04DEL02,36
KOLRES13DEL02,31
AGRRES17DEL02,30
LUDHRES05DEL03,30
BHPRES03DEL02,32
KOLRES08DEL03,26
AGRRES20DEL02,39
AURGRES04DEL03,25
ALHRES14DEL01,37
BHPRES01DEL02,26
KOLRES02DEL01,38
LUDHRES19DEL02,23
KOLRES09DEL02,36
LUDHRES01DEL02,30
LUDHRES03DEL01,26
DEHRES07DEL01,21
LUDHRES16DEL02,28
KNPRES15DEL02,32
KNPRES09DEL02,31
ALHRES15DEL02,21
GOARES11DEL01,25
AURGRES07DEL01,39
GOARES010DEL02,38
GOARES14DEL03,30
LUDHRES16DEL02,23
DEHRES17DEL01,38
AURGRES07DEL03,26
GOARES14DEL02,38
KOLRES08DEL01,20
AURGRES03DEL03,37
LUDHRES010DEL03,21
KNPRES13DEL02,28
KNPRES03DEL03,38
LUDHRES18DEL01,23
BHPRES16DEL02,34
DEHRES05DEL02,38
BHPRES08DEL01,20
KOLRES02DEL03,20
LUDHRES06DEL03,21
AURGRES17DEL02,26
BHPRES20DEL01,30
KNPRES04DEL03,22
KNPRES02DEL03,36
AGRRES20DEL03,21
BHPRES03DEL03,22
LUDHRES18DEL02,20
LUDHRES03DEL03,32
GOARES13DEL01,37
GOARES06DEL03,34
AURGRES15DEL02,29
DEHRES13DEL03,24
ALHRES02DEL02,27
AGRRES13DEL02,21
DEHRES010DEL01,33
KOCRES14DEL03,26
BHPRES06DEL01,30
KNPRES20DEL03,21
BHPRES05DEL03,31
AURGRES18DEL01,27
AURGRES09DEL01,30
KOLRES13DEL03,27
ALHRES12DEL01,35
KNPRES07DEL02,21
KOLRES15DEL03,28
DEHRES17DEL03,31
DEHRES17DEL03,33
KNPRES17DEL02,28
DEHRES09DEL03,35
LUDHRES04DEL01,29
GOARES02DEL01,30
KNPRES20DEL01,38
AURGRES12DEL02,21
KOLRES04DEL03,25
LUDHRES19DEL01,24
AGRRES18DEL02,31
LUDHRES16DEL01,34
LUDHRES06DEL01,33
BHPRES13DEL03,26
KOLRES08DEL03,27
LUDHRES14DEL01,37
DEHRES16DEL02,38
KOLRES19DEL01,27
DEHRES14DEL01,26
GOARES17DEL03,39
KOCRES16DEL03,35
DEHRES19DEL03,27
KOLRES08DEL01,33
DEHRES14DEL03,33
AGRRES010DEL01,25
AGRRES01DEL02,29
DEHRES08DEL02,36
BHPRES01DEL01,22
AGRRES01DEL03,26
BHPRES15DEL03,35
LUDHRES11DEL03,33
AURGRES03DEL01,31
GOARES17DEL01,23
AGRRES14DEL01,23
KOLRES01DEL02,31
KNPRES04DEL03,28
DEHRES19DEL01,30
ALHRES08DEL03,37
AGRRES08DEL02,22
ALHRES07DEL03,23
BHPRES01DEL01,38
LUDHRES16DEL03,36
AGRRES05DEL02,33
KOLRES20DEL02,25
KNPRES17DEL01,29
LUDHRES11DEL02,30
KOLRES17DEL01,26
KNPRES05DEL01,36
LUDHRES03DEL03,27
GOARES09DEL02,26
ALHRES08DEL02,29
AGRRES010DEL02,38
AGRRES07DEL01,24
BHPRES20DEL02,24
DEHRES07DEL01,24
AURGRES05DEL02,38
LUDHRES11DEL02,33
LUDHRES010DEL03,34
LUDHRES11DEL01,38
AGRRES20DEL02,22
BHPRES13DEL01,22
AURGRES01DEL02,28
ALHRES03DEL01,33
KOCRES09DEL02,32
AGRRES01DEL02,23
LUDHRES06DEL02,35
KOCRES16DEL01,34
AURGRES04DEL02,34
KNPRES15DEL03,36
ALHRES01DEL03,27
LUDHRES03DEL02,31
KOLRES12DEL03,27
KOLRES04DEL02,20
DEHRES09DEL03,20
KOLRES06DEL02,35
KOCRES09DEL03,26
GOARES15DEL03,21
BHPRES11DEL01,27
AGRRES14DEL02,39
GOARES03DEL03,25
GOARES07DEL03,21
LUDHRES08DEL03,27
ALHRES15DEL02,39
BHPRES16DEL01,34
AURGRES17DEL01,24
BHPRES04DEL02,36
LUDHRES05DEL03,31
BHPRES05DEL01,31
KOLRES15DEL02,29
LUDHRES13DEL01,23
KOLRES06DEL02,23
AGRRES13DEL02,20
GOARES01DEL01,35
AURGRES08DEL02,39
ALHRES08DEL01,36
AGRRES14DEL01,38
KNPRES17DEL01,22
LUDHRES14DEL01,26
DEHRES03DEL02,39
GOARES07DEL02,28
AURGRES15DEL02,31
ALHRES14DEL03,24
AGRRES20DEL01,34
GOARES02DEL02,35
KNPRES010DEL01,29
AGRRES04DEL01,36
KNPRES18DEL01,29
BHPRES05DEL02,33
KNPRES15DEL01,37
AURGRES03DEL03,31
KOLRES01DEL02,39
AGRRES01DEL01,32
AGRRES03DEL03,20
AGRRES13DEL01,36
BHPRES05DEL03,35
AGRRES18DEL02,22
BHPRES010DEL02,26
GOARES08DEL01,30
DEHRES010DEL01,32
LUDHRES010DEL03,28
KNPRES03DEL03,39
GOARES07DEL01,29
DEHRES14DEL02,28
LUDHRES08DEL02,25
AGRRES18DEL03,23
KNPRES01DEL01,24
GOARES15DEL01,23
KOLRES12DEL02,33
KOLRES12DEL01,32
AGRRES010DEL02,21
ALHRES18DEL02,27
BHPRES16DEL01,24
DEHRES07DEL01,33
KNPRES02DEL01,22
GOARES14DEL02,32
KOCRES16DEL01,36
ALHRES17DEL01,22
AURGRES14DEL02,32
KNPRES12DEL01,39
BHPRES16DEL02,32
KOLRES12DEL01,36
ALHRES17DEL03,25
GOARES12DEL02,23
AURGRES05DEL01,38
KOLRES01DEL03,20
BHPRES11DEL01,20
AGRRES01DEL02,33
KOLRES02DEL02,25
KNPRES09DEL03,26
LUDHRES09DEL03,23
LUDHRES20DEL02,22
AGRRES14DEL03,33
ALHRES13DEL01,22
KOLRES09DEL02,28
LUDHRES13DEL03,20
GOARES02DEL01,27
LUDHRES19DEL02,27
LUDHRES01DEL02,21
KOCRES11DEL03,31
DEHRES04DEL03,32
KOLRES11DEL02,38
LUDHRES14DEL03,21
DEHRES07DEL02,21
GOARES08DEL02,35
ALHRES15DEL01,28
KOLRES19DEL02,28
KOCRES02DEL02,32
KNPRES07DEL01,30
GOARES12DEL02,33
AURGRES17DEL02,37
KOCRES09DEL03,28
KNPRES16DEL01,37
KOLRES11DEL02,39
ALHRES05DEL03,35
KOCRES15DEL01,38
BHPRES18DEL02,21
DEHRES06DEL01,37
KOCRES15DEL03,31
KNPRES15DEL01,20
KNPRES18DEL03,31
AGRRES04DEL02,29
AGRRES18DEL02,28
ALHRES07DEL03,22
DEHRES14DEL03,39
LUDHRES18DEL03,24
DEHRES16DEL02,27
LUDHRES08DEL02,28
DEHRES09DEL03,25
KNPRES02DEL02,23
DEHRES17DEL01,28
AGRRES17DEL01,35
GOARES02DEL03,24
KOLRES06DEL01,26
KNPRES18DEL02,29
AURGRES04DEL02,39
GOARES18DEL03,31
AURGRES08DEL01,28
BHPRES13DEL01,21
KNPRES09DEL02,39
KOCRES16DEL01,32
DEHRES09DEL03,31
LUDHRES09DEL01,26
KOLRES09DEL03,24
GOARES01DEL01,26
KOCRES14DEL02,35
ALHRES12DEL02,27
GOARES16DEL01,23
KOLRES17DEL01,34
KNPRES12DEL03,38
KOLRES03DEL03,28
KOLRES15DEL03,38
BHPRES05DEL02,38
GOARES11DEL02,20
AURGRES05DEL02,37
DEHRES09DEL01,39
AGRRES17DEL02,26
KNPRES17DEL03,31
AGRRES07DEL03,36
KNPRES18DEL02,24
GOARES08DEL02,23
AGRRES08DEL03,26
DEHRES03DEL02,31
KOLRES08DEL02,22
AURGRES14DEL01,20
DEHRES16DEL01,27
LUDHRES08DEL01,29
DEHRES07DEL03,27
GOARES15DEL02,27
KNPRES12DEL02,25
DEHRES010DEL02,35
DEHRES09DEL02,31
AGRRES05DEL02,39
KOLRES17DEL01,22
AURGRES010DEL01,33
DEHRES19DEL03,36
AURGRES14DEL01,39
GOARES03DEL01,35
LUDHRES15DEL03,36
DEHRES16DEL01,22
ALHRES14DEL02,36
LUDHRES19DEL01,33
KOCRES09DEL01,26
KOLRES05DEL01,36
AGRRES010DEL01,21
KNPRES14DEL03,23
KOLRES04DEL01,24
KOLRES02DEL03,37
BHPRES04DEL01,22
ALHRES13DEL02,38
AURGRES19DEL03,33
LUDHRES04DEL01,36
KOCRES15DEL02,20
KOLRES11DEL01,35
KNPRES20DEL03,22
LUDHRES09DEL02,31
LUDHRES11DEL01,26
ALHRES05DEL01,26
KOCRES11DEL02,24
AURGRES01DEL03,26
GOARES18DEL01,24
ALHRES03DEL03,28
GOARES07DEL01,26
AGRRES14DEL01,25
GOARES01DEL02,32
AGRRES01DEL02,35
AURGRES12DEL02,26
LUDHRES010DEL01,21
KNPRES010DEL02,36
ALHRES01DEL02,28
GOARES08DEL01,24
KOCRES11DEL01,27
LUDHRES08DEL03,29
KOCRES02DEL01,21
AGRRES12DEL03,22
AURGRES15DEL01,31
KOLRES01DEL02,26
KNPRES07DEL03,22
AGRRES07DEL02,29
ALHRES03DEL01,20
DEHRES04DEL02,25
KNPRES19DEL03,20
BHPRES03DEL01,35
BHPRES18DEL02,28
AURGRES18DEL01,37
BHPRES15DEL01,27
LUDHRES09DEL03,31
AURGRES06DEL01,34
AURGRES18DEL02,29
AGRRES05DEL03,29
AGRRES17DEL01,32
AURGRES12DEL03,37
GOARES09DEL01,35
ALHRES07DEL01,23
KOCRES03DEL03,30
KNPRES05DEL01,20
KNPRES02DEL03,29
DEHRES13DEL03,37
DEHRES14DEL01,21
KOLRES05DEL03,39
KOCRES03DEL02,39
LUDHRES19DEL01,28
AURGRES03DEL01,30
GOARES04DEL01,26
GOARES17DEL02,30
LUDHRES01DEL01,22
DEHRES03DEL03,33
DEHRES08DEL01,37
AGRRES010DEL03,20
KOLRES02DEL02,37
KOCRES14DEL03,36
AGRRES01DEL01,37
KOLRES07DEL01,23
BHPRES13DEL02,22
DEHRES07DEL03,24
ALHRES13DEL03,32
LUDHRES15DEL02,30
DEHRES06DEL01,20
LUDHRES14DEL02,24
LUDHRES15DEL02,37
KNPRES05DEL03,26
AURGRES14DEL03,28
LUDHRES03DEL01,23
KOLRES19DEL02,38
KOLRES16DEL02,32
GOARES03DEL01,33
AURGRES08DEL02,29
DEHRES010DEL03,32
GOARES07DEL03,24
KOLRES18DEL02,22
AGRRES11DEL01,39
GOARES18DEL02,20
ALHRES20DEL03,34
KNPRES15DEL02,37
LUDHRES12DEL03,30
AGRRES010DEL03,33
DEHRES010DEL02,36
BHPRES17DEL01,28
BHPRES11DEL02,37
KNPRES04DEL01,28
AGRRES04DEL02,39
KOLRES07DEL02,31
LUDHRES18DEL03,37
KOLRES14DEL01,21
ALHRES18DEL03,26
LUDHRES20DEL03,28
BHPRES06DEL02,26
ALHRES16DEL03,23
AGRRES18DEL01,20
KOLRES03DEL01,38
BHPRES11DEL02,39
KNPRES13DEL03,21
LUDHRES04DEL02,32
GOARES04DEL02,36
GOARES04DEL01,24
KNPRES14DEL02,25
KNPRES12DEL02,24
AGRRES11DEL03,27
LUDHRES16DEL01,25
LUDHRES05DEL02,27
KNPRES20DEL01,20
KOLRES010DEL03,39
KOLRES12DEL03,24
KNPRES11DEL01,20
GOARES11DEL03,28
AURGRES18DEL03,24
AGRRES01DEL03,36
KNPRES14DEL01,38
LUDHRES16DEL03,38
KOLRES11DEL01,24
GOARES12DEL01,27
LUDHRES03DEL03,38
ALHRES01DEL02,21
KNPRES07DEL02,27
AGRRES20DEL01,37
KOLRES17DEL02,31
AURGRES12DEL01,27
LUDHRES11DEL02,39
GOARES010DEL02,34
KNPRES13DEL01,26
KNPRES17DEL02,31
KOLRES04DEL02,22
KNPRES05DEL01,37
DEHRES13DEL03,28
KOLRES17DEL02,39
LUDHRES11DEL02,24
KOLRES05DEL01,37
LUDHRES17DEL01,38
BHPRES06DEL01,39
DEHRES13DEL01,31
DEHRES04DEL03,20
BHPRES15DEL03,31
KNPRES09DEL03,35
AGRRES03DEL02,21
LUDHRES16DEL01,28
GOARES12DEL01,26
AURGRES07DEL03,32
ALHRES01DEL01,26
GOARES07DEL02,21
GOARES14DEL03,37
KNPRES01DEL03,27
AGRRES13DEL03,31
LUDHRES08DEL03,26
AGRRES11DEL03,35
ALHRES14DEL02,33
AURGRES05DEL02,26
AURGRES04DEL01,24
DEHRES13DEL02,36
AGRRES04DEL01,25
KOLRES010DEL01,26
KOLRES20DEL03,39
AURGRES13DEL01,38
DEHRES17DEL03,38
BHPRES20DEL02,39
DEHRES05DEL03,24
KNPRES05DEL02,29
BHPRES04DEL02,37
AGRRES11DEL01,30
AGRRES20DEL03,25
AURGRES06DEL02,23
KOLRES04DEL03,39
AGRRES20DEL02,20
KNPRES07DEL02,31
ALHRES16DEL02,30
DEHRES05DEL03,38
DEHRES19DEL01,26
KOLRES08DEL03,32
KNPRES02DEL01,38
LUDHRES010DEL02,39
LUDHRES11DEL01,21
KNPRES17DEL03,33
KNPRES20DEL02,38
KOLRES08DEL02,36
AURGRES18DEL02,25
AGRRES03DEL01,22
ALHRES17DEL03,24
KNPRES16DEL03,31
AGRRES14DEL02,37
BHPRES15DEL02,32
KNPRES04DEL03,36
LUDHRES04DEL01,22
GOARES15DEL02,24
KNPRES15DEL03,32
KOLRES16DEL01,39
ALHRES15DEL03,34
AURGRES19DEL01,36
LUDHRES14DEL03,26
KNPRES20DEL02,23
KNPRES16DEL03,35
KOLRES13DEL02,28
KOLRES07DEL02,35
KOLRES08DEL01,24
LUDHRES13DEL02,23
BHPRES15DEL02,20
KOLRES16DEL01,24
LUDHRES12DEL02,33
AGRRES05DEL03,24
BHPRES03DEL02,29
AURGRES03DEL02,28
KNPRES19DEL03,23
BHPRES08DEL02,30
GOARES01DEL03,38
GOARES16DEL03,21
DEHRES010DEL03,23
GOARES13DEL02,28
LUDHRES05DEL02,24
KOCRES09DEL02,35
LUDHRES17DEL02,21
ALHRES18DEL01,35
AGRRES04DEL03,34
KNPRES09DEL01,28
AGRRES20DEL02,21
BHPRES010DEL01,25
KNPRES01DEL01,22
KOLRES20DEL01,29
DEHRES17DEL03,30
GOARES04DEL02,32
BHPRES08DEL03,39
KNPRES03DEL03,20
BHPRES010DEL02,35
ALHRES18DEL01,22
KNPRES20DEL01,37
LUDHRES04DEL02,20
DEHRES19DEL02,31
KOCRES03DEL02,27
AGRRES12DEL02,38
AGRRES14DEL02,23
GOARES14DEL01,23
DEHRES17DEL01,30
KNPRES19DEL01,36
DEHRES13DEL02,27
LUDHRES04DEL03,33
BHPRES13DEL03,37
DEHRES05DEL02,35
ALHRES03DEL02,34
ALHRES07DEL03,25
KOLRES16DEL02,38
BHPRES20DEL02,33
LUDHRES06DEL03,39
LUDHRES17DEL03,26
BHPRES18DEL03,39
DEHRES16DEL02,31
AURGRES09DEL02,29
DEHRES08DEL03,21
BHPRES16DEL02,31
AURGRES04DEL02,30
LUDHRES05DEL01,22
AGRRES04DEL03,20
KOLRES04DEL01,26
ALHRES17DEL02,37
AGRRES08DEL01,28
KOLRES05DEL02,26
KNPRES17DEL01,21
GOARES09DEL01,31
ALHRES19DEL01,32
LUDHRES06DEL01,39
DEHRES04DEL01,35
AURGRES09DEL01,29
KOCRES15DEL01,22
AURGRES04DEL01,37
LUDHRES05DEL01,39
DEHRES09DEL01,38
AGRRES08DEL03,28
AGRRES010DEL03,31
DEHRES16DEL01,31
KNPRES09DEL03,29
KOLRES02DEL03,38
ALHRES02DEL01,25
AGRRES05DEL01,31
KOLRES05DEL02,23
KOLRES19DEL01,25
BHPRES17DEL01,33
GOARES14DEL02,28
BHPRES18DEL01,34
KNPRES18DEL03,21
BHPRES05DEL03,33
GOARES07DEL02,37
LUDHRES12DEL03,32
KOCRES14DEL03,32
AGRRES14DEL03,37
AGRRES11DEL01,28
AGRRES010DEL01,38
GOARES08DEL03,38
BHPRES15DEL01,30
AURGRES09DEL02,34
ALHRES18DEL02,32
AGRRES13DEL02,38
KOLRES13DEL03,25
DEHRES17DEL03,37
LUDHRES010DEL02,38
KNPRES07DEL02,37
ALHRES13DEL01,29
KOCRES14DEL01,29
AURGRES05DEL03,25
LUDHRES03DEL02,35
KNPRES20DEL02,30
AGRRES18DEL02,34
KOLRES12DEL01,30
DEHRES06DEL01,23
KOLRES05DEL03,23
GOARES03DEL03,35
KNPRES11DEL02,31
KOCRES16DEL01,33
ALHRES19DEL02,35
ALHRES15DEL01,38
ALHRES01DEL03,26
ALHRES05DEL03,22
BHPRES01DEL01,26
ALHRES03DEL01,26
LUDHRES11DEL02,28
LUDHRES18DEL02,28
KOLRES15DEL02,39
GOARES03DEL02,31
LUDHRES05DEL01,32
GOARES18DEL01,35
AGRRES14DEL01,35
AURGRES09DEL03,24
GOARES04DEL02,30
KOCRES14DEL01,25
AURGRES08DEL01,20
BHPRES06DEL02,34
ALHRES08DEL02,38
BHPRES15DEL03,27
LUDHRES19DEL03,37
KOLRES18DEL01,34
GOARES08DEL01,38
GOARES01DEL01,24
KOCRES02DEL03,22
KOLRES01DEL01,24
KOCRES03DEL02,21
KOCRES010DEL02,26
GOARES16DEL01,24
AGRRES14DEL02,22
KNPRES14DEL02,21
AURGRES19DEL03,29
LUDHRES19DEL01,20
GOARES18DEL03,27
AURGRES03DEL01,22
GOARES09DEL02,33
DEHRES05DEL01,26
AURGRES05DEL02,27
KNPRES010DEL01,23
AGRRES07DEL03,20
KOLRES20DEL03,21
AURGRES09DEL02,30
ALHRES12DEL03,38
KNPRES02DEL02,39
AGRRES17DEL01,29
AURGRES01DEL02,29
KOLRES19DEL02,36
KOLRES010DEL03,34
ALHRES20DEL02,38
BHPRES03DEL03,23
AGRRES20DEL03,39
GOARES09DEL02,36
KOLRES03DEL01,30
AGRRES12DEL03,34
LUDHRES010DEL01,28
BHPRES20DEL03,34
LUDHRES15DEL03,26
AGRRES13DEL01,24
ALHRES02DEL03,34
LUDHRES09DEL03,34
AURGRES03DEL03,34
DEHRES03DEL01,29
AURGRES09DEL03,37
GOARES010DEL03,38
ALHRES18DEL03,38
ALHRES20DEL03,23
AURGRES07DEL02,37
KOLRES11DEL03,27
ALHRES19DEL03,26
GOARES04DEL03,35
DEHRES19DEL02,30
ALHRES05DEL02,32
KNPRES11DEL01,28
LUDHRES12DEL01,33
KOLRES12DEL02,32
KOLRES15DEL01,35
LUDHRES12DEL03,33
LUDHRES18DEL03,34
KNPRES05DEL01,24
KNPRES20DEL01,24
LUDHRES13DEL01,33
BHPRES01DEL01,39
LUDHRES06DEL01,21
GOARES17DEL03,24
KOCRES010DEL03,39
BHPRES18DEL03,37
KOLRES11DEL02,33
KOLRES18DEL02,29
AGRRES04DEL01,33
KOLRES03DEL01,21
KOLRES08DEL02,25
KOLRES19DEL03,35
KOLRES05DEL01,35
BHPRES05DEL01,34
DEHRES04DEL01,24
GOARES08DEL01,22
ALHRES12DEL02,21
LUDHRES16DEL01,36
DEHRES19DEL03,28
KOCRES11DEL03,36
DEHRES010DEL01,28
GOARES17DEL02,39
KOLRES15DEL03,25
LUDHRES05DEL03,34
AGRRES03DEL03,28
GOARES02DEL03,32
DEHRES16DEL02,20
ALHRES16DEL03,27
KOLRES03DEL02,35
GOARES01DEL03,20
ALHRES08DEL01,34
AURGRES18DEL01,21
LUDHRES08DEL01,22
GOARES17DEL03,37
KOLRES010DEL01,28
KOLRES07DEL02,39
BHPRES11DEL03,25
KOLRES14DEL01,33
KOCRES09DEL02,38
GOARES16DEL02,27
KNPRES04DEL02,38
LUDHRES16DEL02,33
KNPRES15DEL02,38
AGRRES01DEL03,23
GOARES13DEL01,20
KNPRES15DEL03,21
DEHRES17DEL01,32
AGRRES04DEL02,21
KOCRES15DEL01,31
BHPRES15DEL03,30
KNPRES19DEL01,38
ALHRES14DEL03,28
ALHRES13DEL01,28
GOARES18DEL03,30
AURGRES05DEL02,36
ALHRES05DEL02,21
AURGRES06DEL03,24
AURGRES18DEL02,26
LUDHRES04DEL01,28
ALHRES14DEL03,31
BHPRES18DEL01,22
LUDHRES20DEL02,21
ALHRES03DEL03,38
LUDHRES11DEL03,24
KOLRES16DEL03,25
AGRRES18DEL01,38
ALHRES03DEL02,31
ALHRES01DEL01,32
KNPRES03DEL01,37
KNPRES13DEL02,22
KNPRES05DEL02,21
AURGRES15DEL01,24
KNPRES010DEL02,23
AGRRES20DEL01,30
KOLRES20DEL01,37
AURGRES010DEL03,37
AGRRES20DEL02,25
BHPRES06DEL01,33
KOLRES17DEL01,32
ALHRES16DEL03,36
GOARES010DEL03,28
AURGRES19DEL01,28
KNPRES02DEL01,30
KNPRES14DEL01,36
BHPRES17DEL03,32
AGRRES17DEL03,36
KOCRES02DEL02,39
GOARES17DEL02,37
AGRRES04DEL03,37
KOLRES14DEL03,33
AGRRES07DEL02,20
BHPRES20DEL01,27
GOARES12DEL03,26
DEHRES13DEL03,30
KNPRES15DEL02,21
AGRRES01DEL01,23
AURGRES13DEL02,33
AURGRES08DEL01,26
GOARES04DEL01,39
KNPRES09DEL03,23
ALHRES15DEL03,20
KNPRES03DEL03,31
GOARES010DEL01,25
GOARES01DEL03,34
LUDHRES20DEL01,20
LUDHRES08DEL03,31
AURGRES14DEL03,20
ALHRES18DEL02,28
KOLRES01DEL03,28
KOCRES16DEL02,25
AURGRES08DEL03,38
BHPRES04DEL03,27
AGRRES010DEL02,34
KNPRES16DEL03,30
DEHRES010DEL02,38
AURGRES12DEL03,28
KOLRES08DEL02,28
AGRRES03DEL01,34
KNPRES16DEL01,27
KNPRES07DEL03,33
DEHRES06DEL02,35
GOARES16DEL03,34
AURGRES13DEL01,20
AURGRES04DEL01,39
KNPRES010DEL02,37
BHPRES010DEL02,23
KOCRES15DEL03,33
BHPRES13DEL03,30
AGRRES11DEL03,28
GOARES06DEL01,33
LUDHRES08DEL02,32
LUDHRES15DEL02,28
KNPRES09DEL02,28
GOARES12DEL01,21
LUDHRES16DEL03,24
LUDHRES12DEL02,26
KOCRES03DEL01,26
KNPRES05DEL02,28
BHPRES17DEL02,27
GOARES06DEL02,34
KOLRES05DEL03,26
AGRRES11DEL02,32
KOLRES18DEL03,37
KOLRES15DEL02,20
KOCRES11DEL02,37
KOLRES16DEL03,32
GOARES12DEL03,22
LUDHRES03DEL02,25
KNPRES02DEL03,21
KOCRES11DEL01,35
BHPRES03DEL01,20
ALHRES14DEL01,26
LUDHRES09DEL02,30
DEHRES16DEL02,25
KNPRES17DEL01,36
ALHRES14DEL02,35
KOCRES16DEL02,22
AGRRES04DEL02,28
GOARES15DEL03,39
AURGRES06DEL01,20
KOLRES07DEL02,33
AURGRES13DEL03,39
AGRRES11DEL03,31
BHPRES17DEL01,39
LUDHRES11DEL01,25
AGRRES20DEL01,39
KOLRES08DEL03,34
GOARES13DEL01,21
BHPRES13DEL01,38
KOLRES01DEL03,32
AURGRES19DEL02,34
BHPRES08DEL02,35
BHPRES16DEL02,28
DEHRES05DEL01,27
KNPRES11DEL01,31
LUDHRES11DEL01,36
DEHRES06DEL02,32
LUDHRES13DEL02,24
KNPRES01DEL03,34
ALHRES05DEL01,22
LUDHRES04DEL02,31
BHPRES03DEL01,23
AURGRES04DEL01,22
AURGRES14DEL02,25
KOLRES01DEL02,29
ALHRES07DEL01,37
KNPRES05DEL01,26
KNPRES01DEL03,39
BHPRES03DEL03,21
GOARES02DEL02,34
LUDHRES11DEL03,26
DEHRES13DEL01,26
ALHRES16DEL02,35
ALHRES19DEL02,33
KOLRES06DEL03,24
ALHRES05DEL03,36
AURGRES14DEL03,29
KOLRES09DEL02,20
KOCRES09DEL02,27
KOCRES14DEL02,34
ALHRES20DEL02,33
AURGRES04DEL03,31
BHPRES11DEL01,31
KOCRES09DEL03,34
LUDHRES04DEL02,30
KNPRES05DEL03,29
KOLRES04DEL02,33
AURGRES15DEL03,37
KOLRES17DEL03,29
KNPRES18DEL01,38
KOLRES09DEL01,32
KNPRES09DEL01,20
KOCRES11DEL01,29
LUDHRES09DEL01,36
AGRRES18DEL02,26
DEHRES010DEL03,30
BHPRES11DEL02,38
LUDHRES17DEL01,20
KNPRES20DEL01,30
LUDHRES17DEL03,24
KNPRES04DEL02,30
ALHRES07DEL02,20
KNPRES03DEL02,27
GOARES08DEL02,25
AGRRES010DEL02,33
LUDHRES13DEL01,29
KNPRES02DEL03,34
AGRRES05DEL02,24
ALHRES07DEL01,32
BHPRES13DEL02,28
BHPRES05DEL02,28
AGRRES07DEL02,23
AGRRES04DEL03,23
LUDHRES09DEL02,29
BHPRES05DEL01,28
AURGRES13DEL01,23
GOARES07DEL03,23
DEHRES08DEL02,24
ALHRES15DEL03,37
AURGRES08DEL03,20
GOARES02DEL02,29
LUDHRES16DEL02,36
DEHRES08DEL01,23
ALHRES02DEL01,38
KNPRES11DEL02,37
DEHRES03DEL02,26
KOLRES07DEL03,33
AURGRES18DEL03,23
KOLRES06DEL01,24
DEHRES09DEL03,27
KNPRES01DEL01,34
DEHRES09DEL02,29
AURGRES15DEL02,32
KNPRES01DEL02,28
GOARES18DEL02,30
LUDHRES17DEL01,35
DEHRES03DEL02,23
GOARES04DEL03,20
AURGRES05DEL01,32
AGRRES01DEL03,30
KNPRES01DEL01,38
DEHRES07DEL03,33
AURGRES07DEL03,24
BHPRES04DEL02,34
BHPRES08DEL01,25
AGRRES17DEL02,39
AURGRES010DEL01,20
LUDHRES01DEL02,38
GOARES01DEL02,27
KOLRES14DEL01,34
AGRRES12DEL03,30
KNPRES03DEL03,33
AURGRES08DEL02,35
AGRRES11DEL02,30
KOLRES01DEL02,25
BHPRES010DEL03,38
KNPRES14DEL02,28
AURGRES010DEL02,30
KOLRES14DEL02,30
KNPRES15DEL01,35
AURGRES010DEL03,25
KOLRES02DEL01,33
AGRRES08DEL01,25
BHPRES18DEL03,36
AURGRES14DEL01,33
KNPRES07DEL03,35
ALHRES03DEL03,39
ALHRES13DEL02,37
BHPRES08DEL03,34
KOCRES03DEL03,34
AGRRES03DEL02,28
KOLRES06DEL03,36
GOARES11DEL03,34
AGRRES05DEL03,33
GOARES14DEL02,26
ALHRES17DEL03,38
LUDHRES17DEL02,39
BHPRES06DEL03,36
DEHRES14DEL02,33
BHPRES06DEL01,34
LUDHRES010DEL01,27
GOARES010DEL01,34
DEHRES16DEL03,33
LUDHRES18DEL01,31
LUDHRES20DEL02,23
DEHRES06DEL01,25
KOLRES11DEL01,25
LUDHRES17DEL02,36
KOLRES08DEL01,29
GOARES18DEL01,34
LUDHRES13DEL03,31
AURGRES17DEL03,38
AURGRES14DEL03,37
ALHRES01DEL01,29
KOLRES19DEL02,21
DEHRES13DEL03,34
GOARES13DEL02,34
KOCRES02DEL02,37
ALHRES03DEL01,30
AGRRES11DEL02,35
KOLRES05DEL01,30
KOLRES07DEL02,23
AURGRES12DEL02,35
AGRRES14DEL03,30
KOCRES16DEL01,38
AURGRES19DEL01,22
AGRRES01DEL03,34
GOARES15DEL03,37
BHPRES16DEL01,25
LUDHRES09DEL03,25
LUDHRES01DEL03,25
KOCRES09DEL01,20
LUDHRES11DEL01,37
KNPRES19DEL02,35
KNPRES17DEL01,26
AGRRES05DEL02,22
KOCRES010DEL02,23
DEHRES05DEL03,27
LUDHRES14DEL02,23
BHPRES04DEL03,34
KOLRES08DEL03,22
LUDHRES18DEL03,32
AURGRES14DEL02,29
DEHRES05DEL03,35
BHPRES05DEL02,29
KOCRES02DEL03,38
KOLRES010DEL01,24
AGRRES010DEL03,34
GOARES010DEL02,22
AGRRES12DEL02,36
KOLRES03DEL03,27
AURGRES05DEL01,34
KNPRES12DEL01,25
KNPRES12DEL01,23
AURGRES07DEL02,20
ALHRES08DEL02,33
LUDHRES010DEL03,38
KNPRES11DEL03,21
KOLRES20DEL02,26
LUDHRES17DEL02,31
LUDHRES12DEL01,24
DEHRES03DEL01,32
AGRRES08DEL03,37
LUDHRES03DEL03,23
