order_id,delivery_person_id,restaurant_id,delivery_location_id,delivery_location_latitude,delivery_location_longitude
0xe0f5,BHPRES13DEL03,27,47,23.290791,77.49702
0xe128,LUDHRES13DEL01,59,1382,30.933234,75.86172
0xd8d1,KNPRES02DEL03,72,98,26.501617,80.343564
0xd616,AGRRES05DEL02,46,289,27.221725,78.027553
0xd5ac,ALHRES07DEL01,1,1,25.459659,81.849744
0xdfc3,BHPRES13DEL02,27,629,23.280791,77.48702
0xd607,LUDHRES08DEL01,81,117,30.939992,75.871338
0xc9cb,BHPRES05DEL02,8,560,23.234459,77.454976
0xc27e,BHPRES05DEL03,8,130,23.274459,77.494976
0xd487,AGRRES07DEL02,58,139,27.210934,78.094095
0xd268,AGRRES04DEL03,56,1378,27.255928,78.058092
0xd486,LUDHRES09DEL02,44,302,30.935814,75.836976
0xdc3a,BHPRES05DEL01,8,1579,23.224459,77.444976
0xe190,AURGRES13DEL01,2,214,19.920256,75.363503
0xc4bc,GOARES07DEL03,133,286,15.591295,73.779478
0xc1c6,DEHRES08DEL02,151,1621,30.409722,78.117079
0xca3f,KNPRES04DEL03,37,470,26.531529,80.373458
0xcb6e,DEHRES06DEL03,96,248,30.391281,78.098022
0xdca9,ALHRES15DEL03,78,641,25.509872,81.896167
0xda94,AGRRES13DEL01,101,1294,27.169795,78.05299
0xdb75,AURGRES08DEL03,65,538,19.936428,75.424792
0xcffe,GOARES02DEL02,55,438,15.605658,73.763606
0xdf3e,LUDHRES16DEL02,41,324,30.915817,75.833112
0xd456,DEHRES08DEL01,151,1348,30.369722,78.077079
0xda6f,ALHRES02DEL01,148,657,25.463436,81.843167
0xd7aa,KNPRES11DEL02,14,483,26.494986,80.362796
0xdb5b,DEHRES03DEL02,80,209,30.355259,78.073162
0xc948,KOLRES07DEL03,68,171,22.577185,88.38068
0xcd1d,AURGRES18DEL03,124,529,19.948716,75.381461
0xe1b0,KOLRES06DEL01,20,147,22.543662,88.376217
0xd677,DEHRES09DEL03,40,631,30.392735,78.114222
0xc30c,GOARES15DEL02,53,76,15.53315,73.80346
0xc572,KNPRES01DEL01,128,1245,26.493672,80.330708
0xe036,AURGRES03DEL03,92,207,19.934733,75.413942
0xca07,DEHRES09DEL02,40,405,30.352735,78.074222
0xbfce,AGRRES08DEL01,58,501,27.200934,78.084095
0xc44d,AURGRES15DEL02,102,433,19.928028,75.367475
0xd874,KNPRES01DEL02,128,349,26.503672,80.340708
0xdbc5,KOLRES19DEL01,121,1239,22.5891,88.440467
0xc543,GOARES18DEL02,76,602,15.51395,73.847423
0xcfe2,LUDHRES17DEL01,71,247,30.933384,75.861202
0xc7c6,DEHRES03DEL02,80,1584,30.385259,78.103162
0xc773,GOARES04DEL03,150,1252,15.5996,73.772294
0xc818,AURGRES05DEL01,85,194,19.885522,75.377127
0xd099,BHPRES01DEL02,77,554,23.231529,77.439399
0xdba3,KNPRES04DEL03,37,579,26.501529,80.343458
0xc3c3,AGRRES03DEL02,141,378,27.210832,78.061608
0xce6e,AGRRES01DEL03,48,56,27.191661,78.041544
0xde75,KNPRES01DEL01,128,459,26.523672,80.360708
0xc680,DEHRES07DEL03,109,1330,30.422686,78.12889
0xcf78,AURGRES07DEL03,107,559,19.905908,75.388888
0xd248,BHPRES01DEL02,77,267,23.261529,77.469399
0xd76b,BHPRES04DEL02,144,1307,23.204992,77.437227
0xc54a,LUDHRES08DEL03,81,568,30.929992,75.861338
0xd324,BHPRES08DEL01,75,1391,23.272537,77.469845
0xd311,AGRRES17DEL02,11,586,27.207772,78.09725
0xc4b3,AURGRES12DEL02,3,348,19.899631,75.343403
0xc928,AURGRES010DEL01,88,615,19.885337,75.326722
0xdd36,AURGRES09DEL01,51,327,19.914103,75.408419
0xd1de,LUDHRES01DEL02,97,1595,30.893988,75.862739
0xd7d6,GOARES01DEL02,42,64,15.626683,73.80575
0xc206,KOLRES14DEL01,95,1387,22.592996,88.39231
0xd80a,AGRRES12DEL03,10,485,27.225108,78.075053
0xdfc5,KNPRES03DEL03,35,406,26.529003,80.376344
0xce69,AURGRES08DEL02,65,614,19.896428,75.384792
0xc3d3,KNPRES02DEL01,72,120,26.511617,80.353564
0xcb2f,AGRRES11DEL02,105,216,27.213303,78.107044
0xe1b6,BHPRES20DEL02,34,36,23.285123,77.448886
0xc1b0,KOLRES01DEL02,119,282,22.564688,88.443294
0xd9ea,BHPRES010DEL03,49,1582,23.296261,77.409605
0xcc69,KNPRES14DEL02,147,1401,26.513504,80.422929
0xbfd9,AURGRES010DEL02,88,479,19.925337,75.366722
0xc95c,KOLRES14DEL02,95,636,22.602996,88.40231
0xe15d,KOCRES16DEL01,50,1626,10.013064,76.317589
0xcc7b,BHPRES13DEL01,27,1624,23.240791,77.44702
0xdc3e,AGRRES010DEL03,105,185,27.223303,78.117044
0xd468,KNPRES15DEL01,132,1375,26.492419,80.330939
0xe13b,AURGRES010DEL03,88,135,19.905337,75.346722
0xc231,KOLRES02DEL01,79,110,22.524585,88.40331
0xda34,AGRRES08DEL01,58,182,27.170934,78.054095
0xc335,BHPRES18DEL03,7,322,23.294631,77.461663
0xdd68,DEHRES17DEL02,125,237,30.377968,78.096106
0xc901,AURGRES14DEL01,143,653,19.885016,75.332405
0xc5f2,LUDHRES08DEL02,81,546,30.949992,75.881338
0xcf1d,KNPRES07DEL03,62,226,26.532001,80.414002
0xd84e,ALHRES03DEL03,90,567,25.481517,81.862616
0xddfd,ALHRES13DEL02,137,477,25.471646,81.852796
0xc295,KNPRES09DEL02,61,601,26.523698,80.402677
0xca97,BHPRES08DEL03,75,1260,23.262537,77.459845
0xdd08,KOCRES03DEL03,9,9,10.050683,76.340631
0xe171,AGRRES03DEL02,141,1590,27.180832,78.031608
0xd561,KOLRES06DEL03,20,20,22.593662,88.426217
0xd431,KNPRES12DEL01,149,563,26.502106,80.337797
0xd2fe,GOARES11DEL03,69,293,15.574419,73.785736
0xc9ac,ALHRES01DEL02,74,1700,25.504648,81.884502
0xc5ef,AGRRES05DEL03,46,550,27.231725,78.037553
0xc96a,DEHRES04DEL03,118,525,30.400722,78.120221
0xc5be,GOARES14DEL02,139,398,15.207944,74.000889
0xdaff,ALHRES17DEL03,120,461,25.48235,81.871889
0xd613,LUDHRES17DEL02,71,1385,30.913384,75.841202
0xceb1,BHPRES06DEL03,112,455,23.292357,77.489989
0xe1e3,DEHRES14DEL02,30,156,30.339528,78.060267
0xc5ee,BHPRES06DEL01,112,411,23.242357,77.439989
0xc3dc,ALHRES19DEL03,26,467,25.517116,81.919682
0xcff5,LUDHRES010DEL01,4,1265,30.90286,75.832199
0xd2db,KOLRES010DEL01,5,5,22.548999,88.332337
0xc81a,GOARES010DEL01,115,351,15.586594,73.800431
0xe26b,DEHRES16DEL03,129,261,30.372509,78.091187
0xbfba,BHPRES010DEL01,49,1255,23.276261,77.389605
0xdd45,LUDHRES18DEL01,89,391,30.900184,75.839615
0xc286,LUDHRES20DEL02,45,547,30.935915,75.838259
0xc1ef,DEHRES06DEL01,96,162,30.371281,78.078022
0xc3ee,KOLRES11DEL01,52,430,22.587821,88.410581
0xd775,LUDHRES17DEL02,71,97,30.943384,75.871202
0xcc62,KOLRES08DEL01,63,1300,22.54796,88.359843
0xd3cc,LUDHRES06DEL03,29,1359,30.955204,75.882103
0xc7b0,GOARES18DEL01,76,151,15.53395,73.867423
0xc8a4,ALHRES07DEL02,1,172,25.499659,81.889744
0xe25f,LUDHRES13DEL03,59,407,30.923234,75.85172
0xd6d0,BHPRES04DEL02,144,1701,23.234992,77.467227
0xda80,AURGRES17DEL03,134,533,19.906994,75.402353
0xd3a6,KNPRES14DEL03,147,1247,26.523504,80.432929
0xc87a,KNPRES05DEL01,13,1660,26.589108,80.425042
0xc8f0,KNPRES12DEL02,149,1115,26.622106,80.457797
0xdf76,AURGRES14DEL03,143,1080,19.965016,75.412405
0xcd15,ALHRES01DEL01,74,1039,25.564648,81.944502
0xc712,KOLRES19DEL02,121,1469,22.6291,88.480467
0xe260,DEHRES13DEL03,67,807,30.456322,78.160453
0xd90b,GOARES08DEL02,94,706,15.686561,73.893633
0xc6d2,GOARES13DEL02,135,1160,15.636205,73.896668
0xc755,BHPRES16DEL02,66,725,23.344015,77.488236
0xe189,KOCRES02DEL02,106,1108,10.158047,76.440019
0xe24c,ALHRES03DEL01,90,1545,25.521517,81.902616
0xd381,LUDHRES15DEL01,136,1521,31.009584,75.919346
0xd7be,LUDHRES17DEL01,71,1662,30.963384,75.891202
0xdd28,AGRRES11DEL02,105,1173,27.293303,78.187044
0xce91,ALHRES05DEL02,130,925,25.587687,81.965585
0xc34a,KOLRES05DEL01,84,1000,22.637893,88.478628
0xc40a,ALHRES14DEL03,99,1226,25.599775,81.974841
0xc86b,ALHRES03DEL03,90,1425,25.541517,81.922616
0xdad0,KOLRES07DEL02,68,682,22.677186,88.48068
0xd5c6,AURGRES12DEL02,3,697,20.009631,75.453403
0xe167,GOARES13DEL02,135,1507,15.586205,73.846668
0xe0e1,AGRRES14DEL03,138,1013,27.30185,78.180165
0xdadd,KOCRES16DEL01,50,726,10.113064,76.417589
0xc278,AURGRES19DEL01,21,1702,19.976969,75.428894
0xcdc8,AGRRES01DEL03,48,750,27.301661,78.151544
0xc73d,GOARES15DEL03,53,1703,15.60315,73.87346
0xd55a,KNPRES04DEL03,37,742,26.561529,80.403458
0xc5c5,BHPRES16DEL01,66,1202,23.374015,77.518236
0xcd83,DEHRES08DEL01,151,872,30.429722,78.137079
0xdfe8,LUDHRES09DEL03,44,1231,30.975814,75.876976
0xe116,AGRRES01DEL01,48,1654,27.231661,78.081544
0xd557,LUDHRES01DEL03,97,1454,31.013988,75.982739
0xdde9,LUDHRES11DEL03,103,705,31.033081,75.961495
0xda41,LUDHRES12DEL02,28,1102,30.973244,75.901817
0xcebf,KOCRES09DEL01,47,1059,10.110706,76.459516
0xdd69,LUDHRES11DEL01,103,1493,30.963081,75.891495
0xcde7,KNPRES19DEL02,87,864,26.57095,80.398656
0xd1a8,KOCRES02DEL01,106,776,10.098047,76.380019
0xc9b4,KNPRES11DEL01,14,1060,26.544986,80.412796
0xd291,GOARES12DEL02,39,922,15.596833,73.848172
0xcd84,KOLRES18DEL02,38,897,22.699367,88.563187
0xcb50,KNPRES17DEL01,123,1683,26.553042,80.387833
0xc5ea,AGRRES05DEL02,46,770,27.331725,78.137553
0xde64,KOCRES010DEL02,15,956,10.115573,76.416958
0xc2d3,ALHRES14DEL02,99,862,25.589775,81.964841
0xc602,AGRRES18DEL01,60,664,27.231694,78.104714
0xdb24,DEHRES05DEL03,127,1204,30.436994,78.152543
0xcb03,BHPRES06DEL01,112,968,23.342357,77.539989
0xce39,LUDHRES14DEL02,19,1192,31.022978,75.951847
0xdd4b,BHPRES04DEL03,144,1445,23.274992,77.507227
0xd008,KOLRES08DEL03,63,1426,22.62796,88.439843
0xd2e7,LUDHRES18DEL03,89,997,31.030184,75.969615
0xdf80,AURGRES14DEL02,143,1036,19.955016,75.402405
0xdfab,KOCRES03DEL03,9,1651,10.110683,76.400631
0xcd8d,DEHRES05DEL03,127,986,30.486994,78.202543
0xcb63,BHPRES05DEL02,8,1427,23.294459,77.514976
0xc952,KOCRES02DEL03,106,1001,10.118047,76.400019
0xce9c,GOARES11DEL03,69,869,15.634419,73.845736
0xdc8d,BHPRES17DEL02,93,852,23.298998,77.453573
0xc9a1,KOLRES010DEL01,5,708,22.648999,88.432337
0xc9b9,BHPRES15DEL01,140,1045,23.304249,77.504007
0xc312,AGRRES010DEL03,105,663,27.303303,78.197044
0xcbd3,GOARES010DEL02,115,698,15.676594,73.890431
0xd9a5,AGRRES03DEL01,141,1089,27.270832,78.121608
0xc695,KOCRES11DEL02,16,1567,10.086881,76.425397
0xd120,ALHRES16DEL01,131,1498,25.560377,81.944236
0xde59,GOARES08DEL01,94,1632,15.666561,73.873633
0xdc43,AURGRES13DEL02,2,1104,19.960256,75.403503
0xdf94,AGRRES12DEL02,10,719,27.245108,78.095053
0xcaa3,AURGRES17DEL03,134,1407,19.966994,75.462353
0xcd30,KOLRES03DEL03,57,1032,22.616461,88.454453
0xd073,AGRRES13DEL01,101,1126,27.269795,78.15299
0xd1ea,ALHRES03DEL03,90,778,25.591517,81.972616
0xdf16,GOARES09DEL02,54,1077,15.433897,74.044336
0xbfb2,AURGRES05DEL01,85,971,19.945522,75.437127
0xcb3d,KNPRES12DEL01,149,943,26.602106,80.437797
0xd685,AURGRES05DEL02,85,1456,20.005522,75.497127
0xd693,ALHRES02DEL03,148,825,25.543436,81.923167
0xcabb,KNPRES12DEL01,149,934,26.562106,80.397797
0xd79c,KNPRES14DEL01,147,1167,26.533504,80.442929
0xcaf4,LUDHRES010DEL03,4,877,31.03286,75.962199
0xc19e,AURGRES08DEL02,65,1012,19.956428,75.444792
0xd175,AURGRES07DEL02,107,1209,20.005908,75.488888
0xccfd,ALHRES08DEL02,111,1037,25.580329,81.964279
0xc84c,KNPRES20DEL01,12,1063,26.54,80.42
0xc78b,LUDHRES010DEL03,4,1569,30.98286,75.912199
0xcf8a,KNPRES11DEL03,14,1455,26.614986,80.482796
0xc610,KOLRES20DEL02,70,1163,22.644119,88.492504
0xce95,LUDHRES17DEL02,71,1200,30.973384,75.901202
0xd3f4,LUDHRES11DEL03,103,1575,30.983081,75.911495
0xdb2c,LUDHRES12DEL01,28,1646,30.963244,75.891817
0xdcef,DEHRES03DEL01,80,1542,30.405259,78.123162
0xc219,AGRRES08DEL03,58,737,27.250934,78.134095
0xc2b9,BHPRES20DEL02,34,907,23.365123,77.528886
0xd36e,LUDHRES03DEL03,73,1128,30.97722,75.894893
0xc67d,LUDHRES010DEL01,4,1446,30.96286,75.892199
0xe168,BHPRES16DEL02,66,1681,23.394015,77.538236
0xd281,KOCRES010DEL01,15,1433,10.105573,76.406958
0xcc27,BHPRES010DEL01,49,1085,23.336261,77.449605
0xd5e5,AGRRES04DEL01,56,1152,27.305928,78.108092
0xdd5c,KOLRES11DEL01,52,981,22.687821,88.510581
0xcda5,GOARES13DEL03,135,714,15.596205,73.856668
0xcae5,KNPRES09DEL01,61,746,26.583698,80.462677
0xd30e,KOCRES010DEL03,15,1551,10.125573,76.426958
0xdcd7,DEHRES14DEL01,30,1449,30.429528,78.150267
0xe11b,LUDHRES04DEL02,116,1677,30.994057,75.91982
0xcc87,AGRRES17DEL02,11,1011,27.237772,78.12725
0xe209,LUDHRES20DEL01,45,1496,30.955915,75.858259
0xc318,LUDHRES15DEL03,136,732,31.039584,75.949346
0xcc75,AURGRES14DEL02,143,1006,20.005016,75.452405
0xd246,AGRRES20DEL02,117,1486,27.238822,78.125359
0xdc55,DEHRES010DEL02,33,1438,30.408174,78.129117
0xc299,AGRRES13DEL02,101,789,27.239795,78.12299
0xd424,AGRRES03DEL03,141,1162,27.300832,78.151608
0xd036,LUDHRES03DEL02,73,879,30.96722,75.884893
0xccdc,KNPRES11DEL03,14,1553,26.564986,80.432796
0xd988,BHPRES08DEL02,75,1046,23.362537,77.559845
0xddbb,GOARES16DEL03,82,1675,15.588603,73.916911
0xcb9d,GOARES09DEL03,54,911,15.393897,74.004336
0xd43c,KNPRES05DEL03,13,1447,26.619108,80.455042
0xe12f,GOARES13DEL01,135,1475,15.616205,73.876668
0xd4b2,AGRRES13DEL02,101,1062,27.289795,78.17299
0xd326,KOLRES16DEL02,22,688,22.619129,88.445507
0xcb29,BHPRES04DEL02,144,1462,23.314992,77.547227
0xcb10,DEHRES06DEL02,96,1040,30.441281,78.148022
0xc789,LUDHRES13DEL02,59,854,31.023234,75.95172
0xd254,ALHRES02DEL02,148,766,25.583436,81.963167
0xcee6,LUDHRES01DEL03,97,1489,30.963988,75.932739
0xc922,KOLRES02DEL01,79,951,22.584585,88.46331
0xd522,DEHRES07DEL03,109,1474,30.502686,78.20889
0xd611,AURGRES010DEL02,88,1492,19.955337,75.396722
0xcfa8,ALHRES20DEL03,91,683,25.594697,81.974492
0xcd10,BHPRES06DEL01,112,871,23.302357,77.499989
0xcc59,KNPRES02DEL01,72,1633,26.581617,80.423564
0xced0,LUDHRES16DEL01,41,1664,30.965817,75.883112
0xdd0c,KNPRES16DEL02,31,1561,26.612581,80.445628
0xc9b7,GOARES17DEL03,113,1033,15.586162,73.915364
0xd913,DEHRES07DEL02,109,919,30.442686,78.14889
0xce3d,KNPRES04DEL02,37,1216,26.601529,80.443458
0xd149,AURGRES19DEL03,21,1034,19.956969,75.408894
0xd85d,LUDHRES11DEL02,103,1168,31.023081,75.951495
0xca67,KOCRES16DEL02,50,1513,10.133064,76.437589
0xc218,DEHRES19DEL03,100,1119,30.462202,78.167151
0xe16c,KOLRES08DEL02,63,1672,22.61796,88.429843
0xda0b,KOLRES14DEL01,95,1091,22.662996,88.46231
0xd86d,LUDHRES17DEL03,71,771,30.983384,75.911202
0xd20c,AGRRES08DEL02,58,767,27.240934,78.124095
0xda18,AGRRES08DEL01,58,713,27.270934,78.154095
0xbfb9,ALHRES15DEL03,78,937,25.589872,81.976167
0xd4b5,LUDHRES06DEL02,29,1554,30.975204,75.902103
0xd8e1,AURGRES17DEL01,134,1125,19.986994,75.482353
0xdc60,AGRRES11DEL03,105,663,27.303303,78.197044
0xe04a,AGRRES13DEL03,101,839,27.299795,78.18299
0xcbc8,KOLRES17DEL02,17,1661,22.699358,88.563452
0xdffa,AGRRES13DEL03,101,680,27.249795,78.13299
0xd983,GOARES16DEL01,82,1481,15.608603,73.936911
0xbf69,KOLRES010DEL03,5,1188,22.628999,88.412337
0xc5af,ALHRES16DEL02,131,739,25.530377,81.914236
0xd64b,AURGRES010DEL03,88,878,19.965337,75.406722
0xd1c0,KNPRES13DEL02,83,1512,26.561547,80.379775
0xc72a,KOCRES15DEL01,23,1120,10.137364,76.418258
0xd612,KOLRES04DEL01,142,709,22.608731,88.434878
0xcc7d,KNPRES19DEL03,87,1461,26.58095,80.408656
0xd6a3,AURGRES01DEL02,126,1471,20.006219,75.476017
0xc898,BHPRES05DEL01,8,762,23.324459,77.544976
0xcb34,ALHRES05DEL02,130,887,25.537687,81.915585
0xc422,LUDHRES05DEL02,104,1448,30.985562,75.912841
0xc3ab,AGRRES04DEL02,56,1184,27.325928,78.128092
0xc1ce,LUDHRES15DEL02,136,1479,31.029584,75.939346
0xdf5f,GOARES06DEL02,24,1436,15.69155,73.879092
0xd4a5,KOLRES010DEL02,5,1453,22.618999,88.402337
0xdf1c,AGRRES07DEL03,58,913,27.300934,78.184095
0xd03b,LUDHRES01DEL01,97,1441,30.983988,75.952739
0xc696,KNPRES13DEL02,83,715,26.611547,80.429775
0xd124,KNPRES09DEL02,61,831,26.603698,80.482677
0xe0c4,KNPRES18DEL01,146,821,26.584133,80.4581
0xc68f,KOLRES19DEL01,121,1520,22.6191,88.470467
0xc530,AURGRES12DEL03,3,1142,19.969631,75.413403
0xd9fa,LUDHRES03DEL01,73,1022,30.95722,75.874893
0xc810,KOLRES06DEL01,20,980,22.603662,88.436217
0xdcd0,DEHRES06DEL02,96,1117,30.491281,78.198022
0xc595,DEHRES19DEL01,100,1670,30.442202,78.147151
0xc5b4,ALHRES07DEL01,1,850,25.559659,81.949744
0xd5fd,GOARES08DEL01,94,1649,15.626561,73.833633
0xe0fd,AGRRES20DEL01,117,752,27.268822,78.155359
0xd2e3,KNPRES02DEL02,72,1526,26.551617,80.393564
0xd946,LUDHRES15DEL02,136,740,30.979584,75.889346
0xd3dc,AGRRES20DEL03,117,1212,27.298822,78.185359
0xc1f3,ALHRES18DEL02,145,692,25.530317,81.911681
0xc8b7,KNPRES12DEL03,149,1642,26.632106,80.467797
0xd78d,LUDHRES16DEL02,41,1004,30.975817,75.893112
0xd6e7,BHPRES03DEL01,18,703,23.284294,77.505361
0xcb7a,BHPRES13DEL02,27,1415,23.360791,77.56702
0xd9b1,DEHRES17DEL01,125,1127,30.397968,78.116106
0xceb2,GOARES010DEL03,115,1704,15.636594,73.850431
0xcbcc,DEHRES010DEL01,33,1181,30.398174,78.119117
0xc594,AGRRES17DEL03,11,1420,27.297772,78.18725
0xd3fc,ALHRES07DEL02,1,1044,25.529659,81.919744
0xd591,GOARES14DEL01,139,1458,15.227944,74.020889
0xc851,AGRRES01DEL02,48,751,27.291661,78.141544
0xc2b5,KOLRES13DEL03,108,1093,22.643227,88.443273
0xdc00,AURGRES19DEL02,21,685,19.946969,75.398894
0xd67d,AGRRES12DEL03,10,700,27.255108,78.105053
0xdaaf,KNPRES010DEL02,64,1215,26.60775,80.481569
0xccd0,DEHRES09DEL02,40,687,30.462735,78.184222
0xd799,AGRRES07DEL01,58,713,27.270934,78.154095
0xcdc6,LUDHRES03DEL01,73,1026,30.99722,75.914893
0xc820,DEHRES04DEL01,118,1203,30.410722,78.130221
0xda54,LUDHRES13DEL02,59,1103,30.973234,75.90172
0xc59b,AGRRES04DEL01,56,1499,27.265928,78.068092
0xd7c6,AGRRES13DEL01,101,983,27.229795,78.11299
0xd668,ALHRES14DEL01,99,967,25.569775,81.944841
0xda4a,BHPRES11DEL01,110,673,23.343219,77.543571
0xca28,ALHRES15DEL02,78,780,25.529872,81.916167
0xe135,KNPRES010DEL02,64,1069,26.55775,80.431569
0xdf10,DEHRES010DEL03,33,990,30.418174,78.139117
0xc187,AURGRES12DEL02,3,798,19.959631,75.403403
0xd92f,AGRRES03DEL01,141,1014,27.230832,78.081608
0xe25c,ALHRES07DEL03,1,890,25.589659,81.979744
0xccc0,AGRRES17DEL03,11,805,27.247772,78.13725
0xcaf0,LUDHRES17DEL01,71,793,31.003384,75.931202
0xdb62,AGRRES05DEL01,46,866,27.271725,78.077553
0xcd6f,KNPRES02DEL03,72,795,26.561617,80.403564
0xd72f,ALHRES17DEL01,120,1222,25.52235,81.911889
0xca8e,KNPRES02DEL03,72,1488,26.611617,80.453564
0xcd2a,KOCRES09DEL01,47,799,10.070706,76.419516
0xd643,DEHRES07DEL01,109,932,30.432686,78.13889
0xd27b,AURGRES04DEL02,114,1637,20.006106,75.470775
0xc5ce,AGRRES18DEL03,60,1010,27.301694,78.174714
0xd263,BHPRES06DEL03,112,1495,23.322357,77.519989
0xd488,AGRRES08DEL03,58,913,27.300934,78.184095
0xc194,KOCRES14DEL03,43,844,10.117014,76.398053
0xc690,LUDHRES16DEL03,41,1431,30.985817,75.903112
0xc469,BHPRES01DEL02,77,1577,23.291529,77.499399
0xd908,AGRRES18DEL03,60,1149,27.251694,78.124714
0xe105,BHPRES17DEL02,93,1220,23.348998,77.503573
0xdcd2,ALHRES15DEL01,78,924,25.519872,81.906167
0xdadc,ALHRES14DEL03,99,899,25.549775,81.924841
0xe205,KOCRES02DEL02,106,1124,10.108047,76.390019
0xe18e,KOLRES17DEL01,17,955,22.639358,88.503452
0xe1d6,KOLRES18DEL03,38,1634,22.659367,88.523187
0xd325,KNPRES13DEL01,83,1058,26.591547,80.409775
0xda4b,ALHRES18DEL03,145,724,25.590317,81.971681
0xc6e5,ALHRES16DEL03,131,1573,25.540377,81.924236
0xd4ed,LUDHRES12DEL03,28,1150,30.983244,75.911817
0xdde2,LUDHRES12DEL03,28,1552,31.033244,75.961817
0xc3a6,BHPRES08DEL01,75,896,23.342537,77.539845
0xce05,KNPRES03DEL01,35,1472,26.539003,80.386344
0xe14f,KOLRES07DEL01,68,811,22.657186,88.46068
0xd960,KOLRES13DEL02,108,735,22.633227,88.433273
0xd920,AURGRES010DEL01,88,1527,19.985337,75.426722
0xcf4f,GOARES16DEL02,82,863,15.628603,73.956911
0xd22d,AGRRES03DEL02,141,761,27.290832,78.141608
0xc276,DEHRES16DEL02,129,738,30.472509,78.191187
0xc566,LUDHRES06DEL01,29,822,30.965204,75.892103
0xd7da,KNPRES18DEL03,146,1636,26.614133,80.4881
0xe136,LUDHRES19DEL01,25,1652,30.972872,75.896808
0xd2f7,BHPRES15DEL01,140,1005,23.344249,77.544007
0xc6f2,LUDHRES03DEL02,73,1647,31.01722,75.934893
0xd230,KOLRES17DEL03,17,668,22.659358,88.523452
0xcaec,DEHRES09DEL01,40,1116,30.442735,78.164222
0xc689,KOLRES05DEL03,84,699,22.617893,88.458628
0xd05a,LUDHRES11DEL02,103,1186,30.973081,75.901495
0xd518,LUDHRES08DEL03,81,786,31.039992,75.971338
0xd58d,AGRRES010DEL02,105,1173,27.293303,78.187044
0xcca3,KOLRES01DEL03,119,1473,22.604688,88.483294
0xce98,KNPRES03DEL03,35,1177,26.559003,80.406344
0xcd38,ALHRES08DEL03,111,1434,25.590329,81.974279
0xd3d9,ALHRES13DEL03,137,873,25.541646,81.922796
0xcc39,KOLRES15DEL02,6,1078,22.682672,88.482885
0xd36c,AGRRES05DEL02,46,797,27.281725,78.087553
0xda42,AURGRES03DEL03,92,1017,19.964733,75.443942
0xd1b6,KNPRES09DEL03,61,783,26.613698,80.492677
0xc5d9,KNPRES07DEL03,62,1546,26.612001,80.494002
0xccb7,KOLRES09DEL02,86,1227,22.645082,88.49783
0xc359,AURGRES06DEL01,98,1223,19.984449,75.470232
0xd7df,GOARES09DEL02,54,1196,15.383897,73.994336
0xe0f8,KNPRES15DEL03,132,1705,26.622419,80.460939
0xd6ef,AGRRES01DEL02,48,1123,27.241661,78.091544
0xd6ea,BHPRES17DEL03,93,1706,23.308998,77.463573
0xd17a,GOARES16DEL02,82,1572,15.578603,73.906911
0xd9c3,KNPRES12DEL02,149,974,26.572106,80.407797
0xc3e9,KOLRES05DEL01,84,704,22.597893,88.438628
0xc583,ALHRES05DEL03,130,812,25.547687,81.925585
0xcd35,BHPRES04DEL01,144,1143,23.294992,77.527227
0xc669,LUDHRES15DEL01,136,841,30.969584,75.879346
0xcb69,KOCRES14DEL01,43,1172,10.137014,76.418053
0xd13d,DEHRES07DEL01,109,1106,30.472686,78.17889
0xc284,DEHRES03DEL02,80,1066,30.465259,78.183162
0xcf58,KOLRES20DEL01,70,1707,22.624119,88.472504
0xd4d4,AURGRES17DEL01,134,792,19.946994,75.442353
0xccaa,DEHRES09DEL01,40,1156,30.402735,78.124222
0xd774,LUDHRES14DEL01,19,1708,30.962978,75.891847
0xc768,AURGRES01DEL03,126,985,19.966219,75.436017
0xdeac,LUDHRES05DEL03,104,959,30.995562,75.922841
0xd3bc,AGRRES010DEL02,105,741,27.243303,78.137044
0xdf36,DEHRES16DEL02,129,1049,30.422509,78.141187
0xd7d8,LUDHRES15DEL03,136,1421,30.989584,75.899346
0xc56c,DEHRES04DEL02,118,1237,30.470722,78.190221
0xd4e2,DEHRES010DEL02,33,814,30.458174,78.179117
0xd97e,AURGRES05DEL03,85,1423,19.965522,75.457127
0xca6b,AURGRES01DEL01,126,787,19.986219,75.456017
0xdd77,AGRRES010DEL01,105,1161,27.273303,78.167044
0xc41e,KOLRES15DEL01,6,1540,22.662672,88.462885
0xbfbf,BHPRES11DEL02,110,1141,23.363219,77.563571
0xcbd9,KOLRES09DEL01,86,720,22.625082,88.47783
0xcc44,LUDHRES18DEL03,89,1516,30.980184,75.919615
0xcb8e,GOARES13DEL01,135,764,15.576205,73.836668
0xd11b,KOLRES03DEL01,57,754,22.636461,88.474453
0xcd49,KNPRES11DEL02,14,1159,26.554986,80.422796
0xe1d9,GOARES010DEL02,115,1074,15.626594,73.840431
0xd2cf,DEHRES07DEL02,109,1146,30.492686,78.19889
0xd370,ALHRES01DEL03,74,1411,25.594648,81.974502
0xdce7,GOARES17DEL01,113,861,15.606162,73.935364
0xd90c,AGRRES17DEL02,11,1061,27.287772,78.17725
0xcb54,DEHRES010DEL01,33,842,30.438174,78.159117
0xdea0,KNPRES010DEL01,64,1154,26.54775,80.421569
0xd322,LUDHRES04DEL01,116,948,31.024057,75.94982
0xd50d,DEHRES03DEL01,80,914,30.445259,78.163162
