order_id,order_rating,order_date,time_ordered,time_order_picked,weather_conditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,time_taken_min
0xdefc,4.8,2022-02-16,23:55,24:10:00,Cloudy,Low,1,Snack,motorcycle,0.0,No,25
0xd711,4.6,2022-02-16,21:25,21:35,Sunny,Jam,1,Meal,scooter,1.0,No,17
0xd8c8,3.9,2022-02-16,21:55,22:10,Stormy,Jam,1,Drinks,scooter,1.0,No,34
0xd86a,4.6,2022-02-16,22:20,22:35,Sunny,Low,1,Buffet,motorcycle,1.0,No,29
0xdadf,4.7,2022-02-16,17:15,17:25,Stormy,Medium,2,Snack,scooter,0.0,No,30
0xcae8,4.7,2022-02-16,0.958333333,23:15,Sandstorms,Low,2,Meal,scooter,0.0,No,14
0xd810,4.7,2022-02-16,20:50,0.875,Stormy,Jam,2,Drinks,motorcycle,1.0,No,22
0xd659,4.5,2022-02-16,19:35,19:40,Windy,Jam,2,Meal,scooter,1.0,No,36
0xd29f,3.9,2022-02-16,19:25,19:30,Windy,Jam,2,Meal,scooter,0.0,No,31
0xcab0,3.4,2022-02-16,22:45,22:50,Sunny,Low,0,Snack,motorcycle,1.0,No,33
0xd12a,4.4,2022-02-16,23:35,23:40,Fog,Low,2,Drinks,motorcycle,1.0,No,31
0xc75f,5.0,2022-02-16,21:50,0.916666667,Cloudy,Jam,1,Drinks,motorcycle,0.0,No,36
0xc258,2.7,2022-02-16,22:30,22:35,Sunny,Low,1,Snack,motorcycle,1.0,No,41
0xcfcc,4.2,2022-02-16,21:40,21:55,Sunny,Jam,0,Meal,motorcycle,1.0,Yes,43
0xdc10,4.3,2022-02-16,23:55,24:10:00,Cloudy,Low,1,Snack,scooter,0.0,No,31
0xc5a0,5.0,2022-02-16,23:20,23:30,Sunny,Low,1,Meal,scooter,1.0,No,25
0xc665,4.9,2022-02-16,22:55,23:10,Windy,Low,1,Snack,motorcycle,1.0,No,22
0xdb19,4.7,2022-02-16,19:15,19:25,Sunny,Jam,1,Buffet,scooter,1.0,No,18
0xc211,5.0,2022-02-16,19:35,19:40,Fog,Jam,2,Buffet,electric_scooter,1.0,No,42
0xd2df,4.7,2022-02-16,18:15,18:25,Windy,Medium,0,Meal,motorcycle,1.0,No,26
0xc6f1,4.7,2022-02-16,21:35,21:45,Cloudy,Jam,2,Meal,scooter,0.0,No,48
0xd55f,3.7,2022-02-16,20:50,21:05,Sunny,Jam,1,Buffet,scooter,1.0,No,34
0xc578,4.7,2022-02-16,22:40,22:50,Sunny,Low,0,Drinks,motorcycle,0.0,No,27
0xdb85,4.7,2022-02-16,17:10,17:25,Windy,Medium,1,Meal,scooter,1.0,No,20
0xdc69,4.5,2022-02-16,0.875,21:10,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,36
0xd1b5,5.0,2022-02-16,20:40,20:45,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,25
0xc24d,4.6,2022-02-16,17:30,17:40,Sunny,Medium,2,Meal,scooter,0.0,No,15
0xce4a,4.7,2022-02-16,19:35,19:40,Fog,Jam,1,Meal,motorcycle,1.0,No,43
0xd63b,4.5,2022-02-16,23:30,23:40,Fog,Low,0,Snack,motorcycle,0.0,No,23
0xd7cc,4.3,2022-02-16,21:50,22:05,Fog,Jam,1,Drinks,scooter,2.0,No,33
0xcafd,4.8,2022-02-16,22:25,22:35,Fog,Low,1,Meal,motorcycle,1.0,No,28
0xde7a,4.6,2022-02-16,22:45,22:55,Windy,Low,1,Buffet,scooter,0.0,No,12
0xd1c7,4.0,2022-02-16,20:30,20:45,Fog,Jam,2,Snack,electric_scooter,0.0,No,33
0xe1e1,4.9,2022-02-16,17:20,17:35,Cloudy,Medium,0,Snack,motorcycle,1.0,No,40
0xdb1f,4.8,2022-02-16,20:50,20:55,Fog,Jam,2,Buffet,electric_scooter,1.0,No,40
0xd739,3.2,2022-02-16,23:40,23:50,Sunny,Low,2,Meal,electric_scooter,1.0,No,38
0xd60c,4.5,2022-02-16,21:15,21:25,Fog,Jam,0,Buffet,motorcycle,2.0,No,44
0xd972,4.7,2022-02-16,17:45,17:50,Stormy,Medium,0,Snack,motorcycle,1.0,No,30
0xd2ec,4.8,2022-02-16,18:40,18:50,Sunny,Medium,0,Meal,motorcycle,0.0,No,28
0xde0e,4.9,2022-02-16,20:50,21:05,Stormy,Jam,0,Buffet,motorcycle,1.0,No,30
0xc260,4.2,2022-02-16,17:35,17:40,Stormy,Medium,0,Drinks,motorcycle,0.0,No,38
0xd135,4.7,2022-02-16,19:55,0.833333333,Fog,Jam,0,Snack,motorcycle,1.0,No,35
0xc184,4.0,2022-02-16,0.875,21:05,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,39
0xe012,4.4,2022-02-16,23:40,23:50,Fog,Low,0,Drinks,motorcycle,2.0,No,42
0xcfbd,4.8,2022-02-16,23:55,24:05:00,Sandstorms,Low,1,Snack,motorcycle,0.0,No,18
0xc648,4.8,2022-02-16,23:30,23:40,Windy,Low,0,Snack,motorcycle,1.0,No,23
0xc83e,4.6,2022-02-16,21:15,21:30,Fog,Jam,2,Meal,scooter,1.0,No,35
0xcdd2,4.9,2022-02-16,19:45,19:55,Sandstorms,Jam,2,Snack,scooter,0.0,No,17
0xcbbd,5.0,2022-02-16,21:45,0.916666667,Windy,Jam,0,Meal,motorcycle,0.0,No,29
0xe1c5,4.9,2022-02-16,21:10,21:25,Windy,Jam,2,Buffet,scooter,1.0,No,29
0xc50a,4.9,2022-02-16,19:45,19:50,Windy,Jam,1,Meal,scooter,1.0,No,25
0xc8e3,4.5,2022-02-16,22:35,22:50,Fog,Low,2,Snack,scooter,1.0,No,38
0xc70f,5.0,2022-02-16,22:40,22:55,Sunny,Low,2,Snack,scooter,1.0,No,26
0xdbc4,4.8,2022-02-16,23:55,24:10:00,Windy,Low,2,Buffet,motorcycle,0.0,No,13
0xc7bd,4.9,2022-02-16,19:25,19:40,Fog,Jam,1,Buffet,motorcycle,1.0,No,35
0xcbc3,4.5,2022-02-16,23:45,1,Windy,Low,0,Meal,motorcycle,0.0,No,18
0xc5bc,4.8,2022-02-16,21:35,21:40,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,25
0xdb13,4.9,2022-02-16,20:40,20:45,Windy,Jam,1,Drinks,motorcycle,1.0,No,27
0xd9ed,4.4,2022-02-16,19:55,0.833333333,Windy,Jam,2,Meal,scooter,1.0,No,35
0xc590,4.9,2022-02-16,22:45,22:50,Cloudy,Low,2,Meal,electric_scooter,1.0,No,28
0xd57b,4.6,2022-02-16,22:45,22:55,Windy,Low,0,Drinks,motorcycle,1.0,No,19
0xd169,4.9,2022-02-16,18:10,18:25,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,26
0xdee1,4.9,2022-02-16,22:45,22:50,Sunny,Low,1,Drinks,motorcycle,0.0,No,24
0xc4a2,4.3,2022-02-16,17:10,17:20,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,38
0xdfc7,4.9,2022-02-16,17:10,17:15,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,44
0xc3f1,4.6,2022-02-16,20:40,20:50,Fog,Jam,2,Snack,scooter,1.0,No,48
0xca38,4.5,2022-02-16,19:40,19:55,Sandstorms,Jam,1,Meal,scooter,0.0,No,29
0xc70b,4.8,2022-02-16,0.958333333,23:05,Stormy,Low,1,Meal,scooter,1.0,No,24
0xc73f,3.5,2022-02-16,20:55,21:05,Sandstorms,Jam,2,Buffet,motorcycle,2.0,No,44
0xe19f,4.6,2022-02-16,23:10,23:15,Stormy,Low,1,Drinks,motorcycle,1.0,No,12
0xc959,4.1,2022-02-16,22:10,22:25,Fog,Low,1,Meal,scooter,0.0,No,37
0xdb4e,4.9,2022-02-16,18:25,18:40,Stormy,Medium,2,Snack,scooter,1.0,No,23
0xdf88,4.7,2022-02-16,23:25,23:30,Windy,Low,1,Buffet,motorcycle,1.0,No,26
0xc185,4.9,2022-02-16,19:25,19:30,Fog,Jam,0,Drinks,motorcycle,2.0,No,43
0xcde1,4.3,2022-02-16,19:30,19:35,Cloudy,Jam,1,Meal,motorcycle,1.0,No,38
0xcf42,5.0,2022-02-16,20:50,20:55,Fog,Jam,2,Drinks,scooter,3.0,No,44
0xe104,4.8,2022-02-16,23:40,23:55,Stormy,Low,2,Buffet,scooter,1.0,No,14
0xd655,4.7,2022-02-16,21:45,0.916666667,Sunny,Jam,1,Drinks,motorcycle,0.0,No,14
0xc5f3,4.6,2022-02-16,22:40,22:55,Stormy,Low,1,Snack,scooter,0.0,No,16
0xd292,5.0,2022-02-16,23:10,23:20,Sunny,Low,2,Meal,motorcycle,0.0,No,27
0xdc07,4.9,2022-02-16,18:55,19:05,Stormy,Medium,2,Meal,electric_scooter,1.0,No,22
0xda27,4.9,2022-02-16,17:45,0.75,Windy,Medium,1,Buffet,scooter,1.0,No,21
0xdc94,4.0,2022-02-16,21:20,21:30,Stormy,Jam,0,Meal,motorcycle,1.0,No,35
0xd3b4,5.0,2022-02-16,21:55,22:10,Stormy,Jam,1,Buffet,motorcycle,1.0,No,28
0xc81b,4.6,2022-02-16,20:10,20:25,Windy,Jam,2,Snack,electric_scooter,1.0,No,27
0xce3e,4.9,2022-02-16,18:10,18:15,Fog,Medium,2,Snack,scooter,1.0,No,28
0xdc54,4.6,2022-02-16,19:25,19:40,Windy,Jam,1,Meal,motorcycle,1.0,No,20
0xcefa,4.7,2022-02-16,17:30,17:45,Fog,Medium,1,Meal,scooter,0.0,No,29
0xd700,3.3,2022-02-16,22:15,22:30,Sunny,Low,2,Meal,electric_scooter,1.0,No,39
0xc931,4.9,2022-02-16,20:20,20:25,Sandstorms,Jam,2,Meal,scooter,1.0,No,26
0xc170,4.8,2022-02-16,19:20,19:30,Fog,Jam,0,Drinks,motorcycle,1.0,No,40
0xd13c,4.6,2022-02-16,17:15,17:30,Stormy,Medium,2,Buffet,motorcycle,0.0,No,24
0xd85f,3.9,2022-02-16,19:15,19:20,Windy,Jam,1,Snack,motorcycle,0.0,No,41
0xdb84,4.0,2022-02-16,21:35,21:50,Fog,Jam,1,Snack,scooter,1.0,No,35
0xd0a3,5.0,2022-02-16,19:40,19:55,Cloudy,Jam,2,Snack,scooter,3.0,No,44
0xd893,4.0,2022-02-16,21:40,21:50,Fog,Jam,1,Drinks,scooter,2.0,No,41
0xdfcc,4.8,2022-02-16,21:25,21:30,Cloudy,Jam,1,Snack,motorcycle,1.0,No,30
0xdddd,3.5,2022-02-16,17:10,17:15,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,33
0xc4ef,4.8,2022-02-16,23:25,23:30,Windy,Low,0,Snack,motorcycle,1.0,No,28
0xc911,3.8,2022-02-16,22:35,22:50,Cloudy,Low,2,Meal,scooter,2.0,No,34
0xd626,4.9,2022-02-16,23:25,23:35,Sunny,Low,1,Snack,scooter,1.0,No,26
0xc361,4.1,2022-02-16,20:45,20:55,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,33
0xe141,5.0,2022-02-16,21:25,21:30,Fog,Jam,0,Buffet,motorcycle,1.0,No,45
0xd6a7,4.3,2022-02-16,20:45,20:50,Windy,Jam,0,Meal,motorcycle,1.0,No,35
0xc726,4.8,2022-02-16,19:35,19:40,Sunny,Jam,1,Drinks,motorcycle,1.0,No,15
0xd2d9,4.6,2022-02-16,22:15,22:20,Cloudy,Low,0,Meal,motorcycle,1.0,No,20
0xd6cb,4.6,2022-02-16,20:40,20:45,Sunny,Jam,0,Drinks,motorcycle,1.0,No,24
0xd07e,4.4,2022-02-16,22:45,22:55,Cloudy,Low,0,Meal,motorcycle,0.0,No,42
0xdf90,4.1,2022-02-16,20:25,20:30,Fog,Jam,2,Drinks,motorcycle,1.0,No,44
0xccee,4.7,2022-02-16,22:55,23:10,Cloudy,Low,0,Drinks,motorcycle,0.0,No,22
0xdb5e,4.9,2022-02-16,17:55,18:10,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,39
0xcbae,4.7,2022-02-16,0.75,18:05,Windy,Medium,0,Meal,motorcycle,1.0,No,30
0xd36b,4.3,2022-02-16,23:40,23:45,Fog,Low,0,Buffet,motorcycle,1.0,No,35
0xc684,4.9,2022-02-16,17:45,0.75,Cloudy,Medium,1,Snack,motorcycle,1.0,No,25
0xe13d,4.9,2022-02-16,19:40,19:50,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,48
0xd511,4.1,2022-02-16,23:55,24:05:00,Cloudy,Low,2,Buffet,scooter,0.0,No,32
0xdc75,5.0,2022-02-16,21:25,21:30,Cloudy,Jam,1,Snack,scooter,1.0,No,43
0xdc1f,5.0,2022-02-16,20:20,20:35,Fog,Jam,2,Drinks,scooter,1.0,No,30
0xdd1c,4.4,2022-02-16,0.791666667,19:15,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,39
0xc7d5,5.0,2022-02-16,17:10,17:25,Cloudy,Medium,2,Snack,scooter,0.0,No,41
0xdaae,4.4,2022-02-16,19:40,19:50,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,40
0xd388,5.0,2022-02-16,22:55,0.958333333,Fog,Low,0,Buffet,motorcycle,1.0,No,22
0xc476,4.8,2022-02-16,18:15,18:20,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,30
0xcdb4,4.7,2022-02-16,22:30,22:40,Fog,Low,2,Drinks,electric_scooter,0.0,No,22
0xde06,4.7,2022-02-16,17:50,17:55,Sandstorms,Medium,1,Meal,scooter,1.0,No,20
0xd555,4.6,2022-02-16,22:55,23:05,Sandstorms,Low,2,Drinks,scooter,0.0,No,10
0xc49c,4.9,2022-02-16,17:10,17:20,Windy,Medium,1,Buffet,scooter,1.0,No,23
0xcc07,4.9,2022-02-16,18:55,19:05,Sunny,Medium,0,Buffet,motorcycle,1.0,No,20
0xe053,4.7,2022-02-16,21:45,21:55,Stormy,Jam,2,Meal,motorcycle,1.0,No,26
0xc8bf,4.3,2022-02-16,21:20,21:35,Fog,Jam,2,Drinks,motorcycle,1.0,No,33
0xd782,4.6,2022-02-16,20:20,20:30,Windy,Jam,0,Meal,motorcycle,0.0,No,25
0xcaee,4.9,2022-02-16,22:45,22:50,Sunny,Low,0,Meal,motorcycle,1.0,No,24
0xd1e4,4.6,2022-02-16,23:45,23:55,Fog,Low,0,Drinks,motorcycle,1.0,No,23
0xd77f,4.6,2022-02-16,0.875,21:15,Sandstorms,Jam,1,Snack,scooter,1.0,No,26
0xe124,4.6,2022-02-16,23:25,23:40,Sunny,Low,0,Meal,motorcycle,1.0,No,20
0xc917,4.6,2022-02-16,23:25,23:40,Sunny,Low,1,Snack,scooter,1.0,No,28
0xd371,4.4,2022-02-16,21:15,21:25,Cloudy,Jam,1,Snack,motorcycle,0.0,No,48
0xe112,4.8,2022-02-16,23:15,23:30,Sandstorms,Low,2,Drinks,scooter,0.0,No,18
0xca27,4.7,2022-02-16,17:10,17:25,Stormy,Medium,0,Meal,motorcycle,0.0,No,24
0xc6de,4.9,2022-02-16,20:50,21:05,Sandstorms,Jam,2,Drinks,scooter,0.0,No,15
0xca02,4.2,2022-02-16,22:15,22:25,Cloudy,Low,0,Buffet,motorcycle,1.0,No,44
0xcebd,4.8,2022-02-16,23:35,23:50,Stormy,Low,1,Meal,motorcycle,1.0,No,25
0xcc1f,4.8,2022-02-16,19:35,19:40,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,23
0xc989,4.6,2022-02-16,23:10,23:25,Windy,Low,0,Snack,motorcycle,1.0,No,15
0xc6a5,4.6,2022-02-16,18:35,18:50,Sunny,Medium,0,Snack,motorcycle,1.0,No,19
0xcf7e,4.6,2022-02-16,21:15,21:20,Fog,Jam,0,Meal,motorcycle,1.0,No,35
0xc6fc,4.6,2022-02-16,21:25,21:40,Windy,Jam,2,Buffet,scooter,1.0,No,19
0xd808,4.5,2022-02-16,21:50,22:05,Windy,Jam,2,Drinks,scooter,0.0,No,20
0xcf20,4.5,2022-02-16,22:20,22:35,Cloudy,Low,2,Snack,scooter,1.0,No,29
0xcca7,4.1,2022-02-16,19:40,19:50,Sandstorms,Jam,2,Drinks,scooter,1.0,No,36
0xccf5,4.6,2022-02-16,23:20,23:30,Windy,Low,0,Meal,motorcycle,0.0,No,24
0xd22e,4.0,2022-02-16,19:15,19:20,Windy,Jam,0,Meal,motorcycle,1.0,No,37
0xdc16,4.9,2022-02-16,22:25,22:35,Stormy,Low,0,Meal,motorcycle,1.0,No,18
0xdcce,5.0,2022-02-16,17:15,17:25,Fog,Medium,2,Drinks,scooter,1.0,No,27
0xcbdc,4.8,2022-02-16,0.916666667,22:10,Stormy,Jam,2,Snack,motorcycle,1.0,No,20
0xdad4,4.8,2022-02-16,17:35,17:40,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,30
0xd15c,4.6,2022-02-16,0.833333333,20:10,Cloudy,Jam,2,Snack,motorcycle,2.0,No,42
0xcaf1,4.8,2022-02-16,17:20,17:25,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,30
0xcf4b,4.9,2022-02-16,22:15,22:25,Sunny,Low,0,Meal,motorcycle,0.0,No,29
0xc4d6,4.7,2022-02-16,22:35,22:45,Windy,Low,0,Drinks,motorcycle,1.0,No,17
0xc4cb,4.3,2022-02-16,22:30,22:35,Fog,Low,0,Buffet,motorcycle,1.0,No,38
0xd3e5,4.8,2022-02-16,23:25,23:30,Fog,Low,0,Snack,motorcycle,1.0,No,20
0xc69d,4.7,2022-02-16,0.958333333,23:05,Windy,Low,0,Buffet,motorcycle,1.0,No,24
0xdffe,4.8,2022-02-16,20:20,20:25,Sunny,Jam,1,Snack,motorcycle,0.0,No,21
0xd4c5,4.7,2022-02-16,17:15,17:25,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,26
0xdb7a,4.3,2022-02-16,17:40,17:55,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,45
0xd7ba,4.4,2022-02-16,19:50,0.833333333,Sandstorms,Jam,1,Snack,scooter,1.0,No,31
0xc3b1,4.6,2022-02-16,22:50,23:05,Cloudy,Low,1,Drinks,motorcycle,1.0,No,26
0xd954,5.0,2022-02-16,18:30,18:35,Windy,Medium,0,Buffet,motorcycle,1.0,No,32
0xc39b,4.9,2022-02-16,21:55,0.916666667,Cloudy,Jam,0,Snack,motorcycle,1.0,No,54
0xdc42,3.7,2022-02-16,18:50,18:55,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,33
0xd59d,4.9,2022-02-16,18:25,18:40,Stormy,Medium,1,Buffet,motorcycle,1.0,No,26
0xc552,4.6,2022-02-16,22:15,22:20,Sandstorms,Low,0,Snack,motorcycle,0.0,No,26
0xcbf0,4.7,2022-02-16,18:45,18:55,Fog,Medium,2,Buffet,scooter,1.0,No,33
0xce5c,4.8,2022-02-16,23:10,23:15,Stormy,Low,1,Snack,scooter,0.0,No,22
0xd49c,4.9,2022-02-16,18:35,18:40,Cloudy,Medium,0,Snack,motorcycle,2.0,No,43
0xe0ed,4.6,2022-02-16,19:10,19:20,Sunny,Jam,1,Meal,scooter,0.0,No,23
0xd03a,4.8,2022-02-16,19:40,19:55,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,29
0xc6d4,4.7,2022-02-16,23:25,23:30,Fog,Low,0,Buffet,motorcycle,1.0,No,20
0xd4c0,4.4,2022-02-16,21:10,21:15,Sandstorms,Jam,2,Buffet,scooter,2.0,No,35
0xdf85,4.8,2022-02-16,17:35,17:50,Stormy,Medium,0,Drinks,motorcycle,1.0,No,31
0xd95c,5.0,2022-02-16,17:25,17:30,Cloudy,Medium,2,Snack,scooter,1.0,No,33
0xd8dd,4.3,2022-02-16,17:30,17:45,Windy,Medium,2,Drinks,scooter,0.0,No,37
0xd37d,4.0,2022-02-16,0.833333333,20:10,Stormy,Jam,0,Snack,motorcycle,3.0,No,49
0xc876,4.1,2022-02-16,19:20,19:30,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,34
0xcac5,4.8,2022-02-16,22:30,22:35,Cloudy,Low,0,Meal,motorcycle,1.0,No,38
0xd26e,4.6,2022-02-16,22:15,22:30,Fog,Low,1,Meal,motorcycle,1.0,No,26
0xc326,4.3,2022-02-16,21:15,21:30,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,35
0xd58a,4.6,2022-02-16,23:10,23:20,Sandstorms,Low,0,Meal,motorcycle,0.0,No,22
0xdf5d,5.0,2022-02-16,20:45,0.875,Fog,Jam,0,Drinks,motorcycle,0.0,No,38
0xda88,4.9,2022-02-16,18:10,18:20,Fog,Medium,2,Drinks,electric_scooter,1.0,No,41
0xd7e2,4.0,2022-02-16,23:10,23:20,Cloudy,Low,0,Drinks,motorcycle,1.0,Yes,44
0xd814,4.7,2022-02-16,17:50,18:05,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,37
0xd064,4.2,2022-02-16,19:50,19:55,Cloudy,Jam,1,Meal,motorcycle,2.0,No,46
0xd30d,4.7,2022-02-16,21:50,0.916666667,Stormy,Jam,2,Buffet,motorcycle,1.0,No,28
0xd182,4.2,2022-02-16,17:40,17:50,Windy,Medium,1,Snack,scooter,1.0,No,34
0xd2e2,4.9,2022-02-16,18:10,18:20,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,36
0xd359,3.9,2022-02-16,0.791666667,19:05,Sandstorms,Medium,2,Snack,scooter,1.0,No,38
0xc29c,4.6,2022-02-16,19:25,19:40,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,52
0xdb5d,4.8,2022-02-16,22:15,22:30,Cloudy,Low,2,Meal,scooter,0.0,No,29
0xe0d0,4.9,2022-02-16,0.75,18:15,Fog,Medium,0,Snack,motorcycle,1.0,No,42
0xdec2,4.5,2022-02-16,22:55,23:05,Windy,Low,0,Drinks,motorcycle,1.0,No,22
0xc27d,4.9,2022-02-16,18:10,18:25,Fog,Medium,1,Drinks,motorcycle,1.0,No,30
0xdafd,4.8,2022-02-16,17:35,17:45,Sunny,Medium,2,Buffet,motorcycle,0.0,No,16
0xc825,4.9,2022-02-16,17:40,17:45,Fog,Medium,0,Snack,motorcycle,2.0,No,35
0xcba6,4.9,2022-02-16,23:40,23:50,Windy,Low,1,Buffet,motorcycle,0.0,No,17
0xc4a3,3.7,2022-02-16,21:30,21:45,Sunny,Jam,2,Buffet,motorcycle,1.0,No,33
0xcf70,4.8,2022-02-16,19:40,19:45,Sunny,Jam,0,Meal,motorcycle,0.0,No,23
0xddc4,4.0,2022-02-16,0.875,21:15,Fog,Jam,1,Buffet,motorcycle,1.0,No,36
0xdd83,4.7,2022-02-16,21:10,21:20,Cloudy,Jam,1,Buffet,motorcycle,1.0,Yes,43
0xc918,5.0,2022-02-16,22:35,22:45,Windy,Low,0,Snack,motorcycle,0.0,No,15
0xd464,5.0,2022-02-16,23:35,23:45,Windy,Low,2,Meal,electric_scooter,0.0,No,15
0xdc3b,2.8,2022-02-16,22:30,22:40,Sunny,Low,2,Snack,motorcycle,1.0,No,31
0xdd1e,4.8,2022-02-16,19:40,19:55,Sunny,Jam,2,Buffet,scooter,0.0,No,26
0xcd2d,4.8,2022-02-16,19:15,19:30,Cloudy,Jam,0,Meal,motorcycle,3.0,No,51
0xce5a,4.8,2022-02-16,23:10,23:25,Sandstorms,Low,1,Buffet,scooter,0.0,No,20
0xc28f,4.3,2022-02-16,0.833333333,20:05,Stormy,Jam,0,Snack,motorcycle,1.0,No,38
0xd548,4.7,2022-02-16,20:40,20:55,Cloudy,Jam,1,Snack,scooter,1.0,No,35
0xc969,4.7,2022-02-16,21:25,21:30,Fog,Jam,1,Meal,motorcycle,0.0,No,44
0xd362,4.7,2022-02-16,21:20,21:35,Fog,Jam,1,Buffet,motorcycle,1.0,No,40
0xd274,4.1,2022-02-16,21:10,21:15,Cloudy,Jam,1,Snack,scooter,1.0,No,47
0xc7be,4.3,2022-02-16,20:40,20:50,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,39
0xce8a,5.0,2022-02-16,20:35,20:45,Fog,Jam,1,Meal,motorcycle,1.0,No,36
0xe007,5.0,2022-02-16,21:25,21:40,Cloudy,Jam,2,Buffet,scooter,1.0,Yes,44
0xdacc,4.1,2022-02-16,17:25,17:35,Windy,Medium,1,Buffet,motorcycle,1.0,No,35
0xd5e0,4.9,2022-02-16,17:10,17:20,Sandstorms,Medium,2,Meal,scooter,1.0,No,27
0xc764,4.5,2022-02-16,23:40,23:45,Stormy,Low,2,Meal,electric_scooter,0.0,No,15
0xd868,4.8,2022-02-16,0.791666667,19:05,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,17
0xc31b,4.0,2022-02-16,19:25,19:40,Cloudy,Jam,2,Meal,electric_scooter,2.0,No,43
0xc97e,4.6,2022-02-16,21:15,21:25,Sunny,Jam,1,Buffet,scooter,0.0,No,30
0xddff,4.9,2022-02-16,20:25,20:40,Cloudy,Jam,0,Snack,motorcycle,1.0,No,41
0xda74,4.4,2022-02-16,0.833333333,20:15,Fog,Jam,2,Snack,scooter,1.0,No,39
0xd743,4.7,2022-02-16,19:35,19:50,Sandstorms,Jam,1,Buffet,scooter,0.0,No,16
0xe1b1,4.7,2022-02-16,23:15,23:30,Windy,Low,1,Snack,motorcycle,1.0,No,24
0xdf41,4.3,2022-02-16,17:55,0.75,Stormy,Medium,0,Drinks,motorcycle,1.0,No,37
0xde00,3.6,2022-02-16,17:50,17:55,Sandstorms,Medium,2,Meal,scooter,0.0,No,33
0xdb2e,4.8,2022-02-16,19:25,19:40,Sandstorms,Jam,2,Buffet,scooter,0.0,No,18
0xc83a,4.8,2022-02-16,17:25,17:35,Cloudy,Medium,2,Buffet,scooter,0.0,No,35
0xd8d5,4.9,2022-02-16,18:50,0.791666667,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,29
0xc884,4.8,2022-02-16,18:25,18:40,Sunny,Medium,0,Drinks,motorcycle,1.0,No,15
0xd744,4.9,2022-02-16,22:35,22:45,Fog,Low,0,Buffet,motorcycle,0.0,No,22
0xd530,4.6,2022-02-16,18:35,18:45,Windy,Medium,0,Buffet,motorcycle,1.0,No,21
0xc2c8,4.3,2022-02-16,21:30,21:40,Stormy,Jam,0,Buffet,motorcycle,1.0,No,36
0xcb4f,4.1,2022-02-16,0.916666667,22:05,Fog,Jam,2,Drinks,scooter,2.0,No,43
0xc2b2,5.0,2022-02-16,1,24:05:00,Fog,Low,1,Drinks,motorcycle,1.0,No,30
0xc9a3,5.0,2022-02-16,20:50,20:55,Stormy,Jam,2,Meal,scooter,0.0,No,27
0xd280,4.9,2022-02-16,21:40,21:55,Stormy,Jam,0,Buffet,motorcycle,1.0,No,27
0xc737,4.5,2022-02-16,17:30,17:40,Sandstorms,Medium,1,Snack,scooter,1.0,No,34
0xc30f,4.7,2022-02-16,17:50,18:05,Cloudy,Medium,2,Drinks,scooter,1.0,No,41
0xc646,3.6,2022-02-16,21:45,21:55,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,43
0xda2f,4.9,2022-02-16,17:45,17:50,Cloudy,Medium,2,Buffet,scooter,1.0,No,31
0xdc3c,4.9,2022-02-16,22:45,22:55,Stormy,Low,1,Snack,motorcycle,1.0,No,18
0xd33f,4.3,2022-02-16,21:50,21:55,Cloudy,Jam,1,Meal,scooter,2.0,No,31
0xc459,4.8,2022-02-16,23:50,1,Stormy,Low,2,Meal,scooter,1.0,No,18
0xdc05,4.0,2022-02-16,20:15,20:20,Cloudy,Jam,1,Buffet,scooter,1.0,No,33
0xdf43,5.0,2022-02-16,18:40,18:45,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,30
0xd2a6,4.8,2022-02-16,23:45,23:55,Sandstorms,Low,2,Snack,motorcycle,1.0,No,16
